,index,週初め,週終わり,始値,終値,最高値,最安値,rsi,移動平均線,標準偏差,BB
336,337,2016/07/19,2016/07/22,2080.0,2150.0,2150.0,2050.0,41.74757281553398,2159.0,219.40601632589792,2597.812032651796
337,338,2016/07/25,2016/07/29,2150.0,2110.0,2170.0,2030.0,34.02061855670103,2138.0,202.3264688566481,2542.652937713296
338,339,2016/08/01,2016/08/05,2100.0,2020.0,2110.0,1980.0,35.869565217391305,2112.5,182.47945089790298,2477.458901795806
339,340,2016/08/08,2016/08/12,2040.0,2090.0,2180.0,2030.0,42.5531914893617,2092.5,160.61989291491943,2413.739785829839
340,341,2016/08/15,2016/08/19,2100.0,2030.0,2130.0,1990.0,51.94805194805195,2076.0,148.80860190190683,2373.6172038038135
341,342,2016/08/22,2016/08/26,2040.0,2030.0,2070.0,2010.0,56.33802816901409,2064.5,142.9151846376031,2350.330369275206
342,343,2016/08/29,2016/09/02,2060.0,2080.0,2130.0,2030.0,57.534246575342465,2052.5,130.4942527470087,2313.4885054940173
343,344,2016/09/05,2016/09/09,2090.0,2150.0,2170.0,2070.0,63.63636363636363,2039.0,102.80564186852872,2244.6112837370574
344,345,2016/09/12,2016/09/16,2130.0,2040.0,2130.0,2010.0,58.333333333333336,2027.0,86.72369918309634,2200.447398366193
345,346,2016/09/20,2016/09/23,2030.0,2110.0,2120.0,2020.0,59.770114942528735,2021.0,75.9539334070342,2172.9078668140683
346,347,2016/09/26,2016/09/30,2120.0,2120.0,2180.0,2070.0,62.35294117647059,2027.0,78.7464284904413,2184.4928569808826
347,348,2016/10/03,2016/10/07,2120.0,2170.0,2190.0,2110.0,61.44578313253012,2038.5,81.9313737221596,2202.362747444319
348,349,2016/10/11,2016/10/14,2160.0,2180.0,2210.0,2150.0,63.41463414634146,2049.0,85.84287972802512,2220.68575945605
349,350,2016/10/17,2016/10/21,2180.0,2350.0,2430.0,2180.0,65.9090909090909,2069.5,104.33000527173468,2278.1600105434695
350,351,2016/10/24,2016/10/28,2340.0,2380.0,2400.0,2290.0,63.855421686746986,2093.5,117.01602454365037,2327.532049087301
351,352,2016/10/31,2016/11/04,2380.0,2260.0,2480.0,2260.0,58.24175824175824,2109.5,116.81074436883016,2343.1214887376605
352,353,2016/11/07,2016/11/11,2270.0,2290.0,2350.0,1920.0,65.88235294117646,2128.5,113.67827408964382,2355.8565481792875
353,354,2016/11/14,2016/11/18,3010.0,3000.0,3070.0,2820.0,80.53691275167785,2179.5,217.24352694614444,2613.9870538922887
354,355,2016/11/21,2016/11/25,3000.0,3240.0,3390.0,2970.0,86.22754491017965,2243.5,311.32418794562074,2866.1483758912414
355,356,2016/11/28,2016/12/02,3230.0,3270.0,3580.0,3180.0,86.47058823529412,2303.5,380.1351733265421,3063.7703466530843
356,357,2016/12/05,2016/12/09,3290.0,3270.0,3370.0,3210.0,86.06060606060606,2359.5,432.31325448105355,3224.126508962107
357,358,2016/12/12,2016/12/16,3290.0,3250.0,3330.0,3100.0,84.375,2416.5,469.236347696979,3354.972695393958
358,359,2016/12/19,2016/12/22,3210.0,3060.0,3230.0,3030.0,80.35714285714286,2468.5,479.91952450384866,3428.339049007697
359,360,2016/12/26,2016/12/30,3080.0,3150.0,3230.0,3080.0,80.58823529411765,2521.5,493.530900754958,3508.561801509916
360,361,2017/01/04,2017/01/06,3200.0,3260.0,3280.0,3180.0,81.66666666666667,2583.0,504.95643376433986,3592.9128675286797
361,362,2017/01/10,2017/01/13,3250.0,3230.0,3360.0,3190.0,79.7752808988764,2643.0,506.9723858357575,3656.944771671515
362,363,2017/01/16,2017/01/20,3260.0,3230.0,3270.0,3100.0,79.66101694915254,2700.5,505.0690546846047,3710.6381093692094
363,364,2017/01/23,2017/01/27,3240.0,3390.0,3440.0,3180.0,79.54545454545455,2762.5,509.7732338991526,3782.0464677983055
364,365,2017/01/30,2017/02/03,3420.0,3360.0,3430.0,3300.0,77.8409090909091,2828.5,497.25521616168106,3823.0104323233622
365,366,2017/02/06,2017/02/10,3390.0,3400.0,3460.0,3280.0,83.92857142857143,2893.0,483.3435631101341,3859.687126220268
366,367,2017/02/13,2017/02/17,3450.0,3190.0,3500.0,3150.0,74.19354838709677,2946.5,453.09242986392985,3852.6848597278595
367,368,2017/02/20,2017/02/24,3190.0,3120.0,3200.0,3090.0,54.91803278688525,2994.0,417.6050765974956,3829.210153194991
368,369,2017/02/27,2017/03/03,3130.0,3140.0,3160.0,3080.0,45.0,3042.0,374.20048102588026,3790.4009620517604
369,370,2017/03/06,2017/03/10,3130.0,3180.0,3210.0,3130.0,45.54455445544554,3083.5,339.5773107850408,3762.654621570082
370,371,2017/03/13,2017/03/17,3180.0,3150.0,3190.0,3130.0,44.23076923076923,3122.0,298.8410948982756,3719.682189796551
371,372,2017/03/21,2017/03/24,3140.0,3110.0,3160.0,3070.0,43.39622641509434,3164.5,224.3986408158485,3613.297281631697
372,373,2017/03/27,2017/03/31,3090.0,2950.0,3150.0,2950.0,44.66019417475728,3197.5,115.45020571657803,3428.400411433156
373,374,2017/04/03,2017/04/07,2950.0,2720.0,2950.0,2680.0,31.623931623931625,3183.5,150.27558018520568,3484.0511603704113
374,375,2017/04/10,2017/04/14,2720.0,2620.0,2740.0,2580.0,22.413793103448278,3152.5,193.23237306414313,3538.964746128286
375,376,2017/04/17,2017/04/21,2610.0,2740.0,2780.0,2590.0,30.4,3126.0,210.8411724497855,3547.682344899571
376,377,2017/04/24,2017/04/28,2760.0,2850.0,2870.0,2740.0,36.029411764705884,3105.0,216.29840498718474,3537.5968099743695
377,378,2017/05/01,2017/05/02,2820.0,2910.0,2920.0,2820.0,30.952380952380953,3088.0,217.59136012259353,3523.182720245187
378,379,2017/05/08,2017/05/12,2950.0,3030.0,3070.0,2920.0,37.77777777777778,3086.5,217.88242242090158,3522.264844841803
379,380,2017/05/15,2017/05/19,3020.0,3090.0,3150.0,3020.0,38.68613138686131,3083.5,217.3999770009192,3518.299954001838
380,381,2017/05/22,2017/05/26,3100.0,3130.0,3220.0,3080.0,47.5,3077.0,213.94158081121162,3504.8831616224234
381,382,2017/05/29,2017/06/02,3090.0,3130.0,3150.0,3050.0,50.442477876106196,3072.0,211.46158043483973,3494.9231608696796
382,383,2017/06/05,2017/06/09,3120.0,3080.0,3120.0,3020.0,47.41379310344828,3064.5,208.36206468548968,3481.2241293709794
383,384,2017/06/12,2017/06/16,3080.0,3070.0,3170.0,3070.0,45.13274336283186,3048.5,194.58352962160026,3437.6670592432006
384,385,2017/06/19,2017/06/23,3070.0,3050.0,3110.0,3020.0,45.535714285714285,3033.0,181.02762220169657,3395.0552444033933
385,386,2017/06/26,2017/06/30,3040.0,3090.0,3140.0,3020.0,49.107142857142854,3017.5,161.11719337178198,3339.734386743564
386,387,2017/07/03,2017/07/07,3090.0,3330.0,3340.0,3090.0,65.83333333333333,3024.5,171.18630202209576,3366.8726040441916
387,388,2017/07/10,2017/07/14,3360.0,3400.0,3420.0,3230.0,82.6923076923077,3038.5,188.95171340847955,3416.403426816959
388,389,2017/07/18,2017/07/21,3380.0,3520.0,3540.0,3350.0,92.45283018867924,3057.5,215.45011023436538,3488.400220468731
389,390,2017/07/24,2017/07/28,3530.0,3590.0,3620.0,3510.0,92.07920792079207,3078.0,243.77448594961734,3565.548971899235
390,391,2017/07/31,2017/08/04,3600.0,3580.0,3740.0,3580.0,90.10989010989012,3099.5,267.02949275314177,3633.5589855062835
391,392,2017/08/07,2017/08/10,3600.0,3120.0,3660.0,3110.0,58.01526717557252,3100.0,267.0580461248082,3634.1160922496165
392,393,2017/08/14,2017/08/18,3120.0,3180.0,3290.0,3080.0,56.0,3111.5,265.2974745450853,3642.0949490901708
393,394,2017/08/21,2017/08/25,3200.0,3280.0,3340.0,3160.0,57.36434108527132,3139.5,251.703694847732,3642.907389695464
394,395,2017/08/28,2017/09/01,3320.0,3440.0,3440.0,3290.0,60.99290780141844,3180.5,229.553370700585,3639.60674140117
395,396,2017/09/04,2017/09/08,3450.0,3550.0,3610.0,3380.0,63.81578947368421,3221.0,219.49715260112188,3659.9943052022436
396,397,2017/09/11,2017/09/15,3540.0,3920.0,3950.0,3530.0,72.82608695652173,3274.5,250.72843875396381,3775.956877507928
397,398,2017/09/19,2017/09/22,3940.0,4030.0,4060.0,3860.0,74.74226804123711,3330.5,285.7004550223891,3901.9009100447784
398,399,2017/09/25,2017/09/29,4050.0,4180.0,4280.0,4040.0,77.29468599033817,3388.0,331.49057301829896,4050.981146036598
399,400,2017/10/02,2017/10/06,4190.0,4160.0,4195.0,4055.0,76.09756097560975,3441.5,363.84440355734506,4169.1888071146905
400,401,2017/10/10,2017/10/13,4090.0,4065.0,4260.0,3965.0,69.29133858267717,3488.25,380.5038600329833,4249.257720065967
401,402,2017/10/16,2017/10/20,4040.0,4015.0,4055.0,3905.0,66.3129973474801,3532.5,387.66125676936065,4307.822513538721
402,403,2017/10/23,2017/10/27,4035.0,4045.0,4150.0,3995.0,64.62395543175488,3580.75,388.3917963860722,4357.533592772144
403,404,2017/10/30,2017/11/02,4050.0,4260.0,4360.0,4035.0,67.26804123711341,3640.25,396.6531072612443,4433.5562145224885
404,405,2017/11/06,2017/11/10,4290.0,4340.0,4435.0,4225.0,68.90547263681592,3704.75,400.2951255011734,4505.340251002347
405,406,2017/11/13,2017/11/17,4480.0,4010.0,4660.0,3995.0,73.67021276595744,3750.75,379.3193740108725,4509.388748021745
406,407,2017/11/20,2017/11/24,3990.0,4145.0,4170.0,3990.0,74.68030690537084,3791.5,375.689699086893,4542.879398173786
407,408,2017/11/27,2017/12/01,4135.0,4215.0,4240.0,4030.0,74.28571428571429,3832.25,375.2148551163722,4582.679710232745
408,409,2017/12/04,2017/12/08,4225.0,4315.0,4325.0,4150.0,73.45844504021447,3872.0,382.07787164398854,4636.155743287977
409,410,2017/12/11,2017/12/15,4270.0,4365.0,4440.0,4270.0,72.57617728531856,3910.75,390.7149696389942,4692.1799392779885
410,411,2017/12/18,2017/12/22,4370.0,4525.0,4550.0,4255.0,68.96551724137932,3958.0,404.74806979156824,4767.496139583136
411,412,2017/12/25,2017/12/29,4530.0,4585.0,4660.0,4440.0,67.96116504854369,4031.25,378.1529948314573,4787.555989662915
412,413,2018/01/04,2018/01/05,4645.0,4655.0,4695.0,4615.0,66.21160409556315,4105.0,347.5377677317966,4800.075535463593
413,414,2018/01/09,2018/01/12,4650.0,4535.0,4775.0,4525.0,61.980830670926515,4167.75,303.411745817462,4774.573491634924
414,415,2018/01/15,2018/01/19,4560.0,4430.0,4580.0,4395.0,61.58730158730159,4217.25,258.00423930625675,4733.2584786125135
415,416,2018/01/22,2018/01/26,4445.0,4390.0,4455.0,4310.0,61.980830670926515,4259.25,209.8408623219038,4678.931724643808
416,417,2018/01/29,2018/02/02,4410.0,4395.0,4500.0,4290.0,61.36363636363637,4283.0,196.560423279968,4676.120846559936
417,418,2018/02/05,2018/02/09,4280.0,3760.0,4305.0,3680.0,37.244897959183675,4269.5,221.20070072221785,4711.901401444436
418,419,2018/02/13,2018/02/16,3900.0,3540.0,3910.0,3480.0,30.952380952380953,4237.5,272.23840654837846,4781.976813096757
419,420,2018/02/19,2018/02/23,3610.0,3490.0,3720.0,3455.0,35.714285714285715,4204.0,317.22074333183224,4838.441486663664
420,421,2018/02/26,2018/03/02,3500.0,3390.0,3565.0,3250.0,28.8515406162465,4170.25,362.841132591111,4895.932265182222
421,422,2018/03/05,2018/03/09,3340.0,3210.0,3350.0,3165.0,23.482849604221634,4130.0,418.2493275547495,4966.498655109499
422,423,2018/03/12,2018/03/16,3270.0,3215.0,3330.0,3190.0,19.444444444444443,4088.5,463.36837397474613,5015.236747949492
423,424,2018/03/19,2018/03/23,3220.0,3070.0,3280.0,3050.0,15.831134564643799,4029.0,511.4357242117529,5051.871448423506
424,425,2018/03/26,2018/03/30,3050.0,3065.0,3130.0,2985.0,8.045977011494253,3965.25,546.9288687754562,5059.107737550912
425,426,2018/04/02,2018/04/06,3090.0,3155.0,3195.0,3055.0,9.6045197740113,3922.5,574.4812877718474,5071.462575543695
426,427,2018/04/09,2018/04/13,3125.0,3230.0,3275.0,3055.0,9.859154929577464,3876.75,591.1329693901366,5059.015938780273
427,428,2018/04/16,2018/04/20,3260.0,3325.0,3360.0,3180.0,15.428571428571429,3832.25,597.4601974190416,5027.170394838084
428,429,2018/04/23,2018/04/27,3325.0,3355.0,3415.0,3310.0,17.91044776119403,3784.25,595.3072211052039,4974.864442210408
429,430,2018/05/01,2018/05/02,3325.0,3255.0,3325.0,3215.0,17.29106628242075,3728.75,590.2983885290558,4909.346777058112
430,431,2018/05/07,2018/05/11,3260.0,3280.0,3440.0,3230.0,18.233618233618234,3666.5,568.2827201314502,4803.065440262901
431,432,2018/05/14,2018/05/18,3630.0,3860.0,3940.0,3530.0,52.94117647058823,3630.25,530.3971978621306,4691.044395724261
432,433,2018/05/21,2018/05/25,3845.0,3665.0,3905.0,3665.0,53.73134328358209,3580.75,475.8420825231835,4532.434165046367
433,434,2018/05/28,2018/06/01,3645.0,3750.0,3815.0,3620.0,57.60233918128655,3541.5,425.1914274770838,4391.882854954168
434,435,2018/06/04,2018/06/08,3765.0,3940.0,3945.0,3740.0,65.27777777777777,3517.0,385.5593339552295,4288.118667910459
435,436,2018/06/11,2018/06/15,3935.0,3765.0,4020.0,3745.0,65.45961002785515,3485.75,335.6310288099123,4157.012057619824
436,437,2018/06/18,2018/06/22,3760.0,4075.0,4090.0,3685.0,70.47619047619048,3469.75,297.34859592740673,4064.4471918548134
437,438,2018/06/25,2018/06/29,4065.0,4040.0,4080.0,3845.0,74.37185929648241,3483.75,316.64994473392886,4117.049889467858
438,439,2018/07/02,2018/07/06,4060.0,3920.0,4100.0,3775.0,70.30878859857482,3502.75,330.55058236221606,4163.851164724432
439,440,2018/07/09,2018/07/13,3980.0,3900.0,4080.0,3825.0,68.30466830466831,3523.25,341.65141226109426,4206.5528245221885
440,441,2018/07/17,2018/07/20,3905.0,3850.0,4090.0,3785.0,65.42288557213931,3546.25,347.3430400914925,4240.936080182985
441,442,2018/07/23,2018/07/27,3830.0,3980.0,4000.0,3825.0,66.01466992665037,3584.75,350.59761479508126,4285.945229590163
442,443,2018/07/30,2018/08/03,3950.0,3780.0,3950.0,3775.0,59.59367945823928,3613.0,342.3317104797629,4297.663420959526
443,444,2018/08/06,2018/08/10,3810.0,3110.0,4050.0,3110.0,47.3967684021544,3615.0,339.25654009908226,4293.513080198165
444,445,2018/08/13,2018/08/17,3140.0,3260.0,3295.0,3115.0,49.65635738831615,3624.75,325.84687738261385,4276.443754765228
445,446,2018/08/20,2018/08/24,3315.0,3320.0,3350.0,3170.0,38.70292887029289,3633.0,315.7823617620215,4264.564723524043
446,447,2018/08/27,2018/08/31,3360.0,3290.0,3435.0,3240.0,41.57303370786517,3636.0,312.2042600606215,4260.408520121243
447,448,2018/09/03,2018/09/07,3265.0,3040.0,3290.0,2995.0,35.14644351464435,3621.75,331.953592389057,4285.657184778114
448,449,2018/09/10,2018/09/14,3020.0,2945.0,3060.0,2834.0,28.32244008714597,3601.25,359.325322653442,4319.900645306884
449,450,2018/09/18,2018/09/21,2909.0,3070.0,3085.0,2861.0,34.521158129175944,3592.0,370.33228322683425,4332.664566453668
450,451,2018/09/25,2018/09/28,3060.0,2861.0,3130.0,2854.0,21.688432835820894,3571.05,398.1933544146614,4367.436708829323
451,452,2018/10/01,2018/10/05,2871.0,2831.0,2981.0,2805.0,21.73913043478261,3519.6,423.2256372196753,4366.051274439351
452,453,2018/10/09,2018/10/12,2800.0,2695.0,2800.0,2656.0,21.577726218097446,3471.1,457.93983229240956,4386.979664584819
453,454,2018/10/15,2018/10/19,2696.0,2636.0,2712.0,2613.0,21.194165907019144,3415.4,487.4287024786294,4390.257404957259
454,455,2018/10/22,2018/10/26,2628.0,2436.0,2680.0,2411.0,19.83788395904437,3340.2,515.8804706518753,4371.960941303751
455,456,2018/10/29,2018/11/02,2440.0,2584.0,2602.0,2352.0,20.448772226926334,3281.15,531.2390492989013,4343.628098597803
456,457,2018/11/05,2018/11/09,2558.0,2568.0,2635.0,2546.0,22.176308539944902,3205.8,520.0543817717532,4245.908763543506
457,458,2018/11/12,2018/11/16,2579.0,2389.0,2607.0,2327.0,28.630705394190873,3123.25,512.0602381556301,4147.37047631126
458,459,2018/11/19,2018/11/22,2377.0,2341.0,2437.0,2312.0,21.009463722397477,3044.3,504.80472462131405,4053.9094492426284
459,460,2018/11/26,2018/11/30,2336.0,2414.0,2420.0,2310.0,21.65206508135169,2970.0,482.24485481962466,3934.489709639249
460,461,2018/12/03,2018/12/07,2416.0,2317.0,2485.0,2315.0,20.78078078078078,2893.35,457.4771333083227,3808.3042666166452
461,462,2018/12/10,2018/12/14,2318.0,2357.0,2379.0,2190.0,26.52920962199313,2812.2,397.5464249619168,3607.2928499238333
462,463,2018/12/17,2018/12/21,2350.0,2114.0,2392.0,2114.0,24.079850280723644,2728.9,358.6733750921596,3446.2467501843194
463,464,2018/12/25,2018/12/28,2043.0,2244.0,2252.0,1998.0,24.31592039800995,2685.6,362.3068312908287,3410.2136625816574
464,465,2019/01/04,2019/01/04,2155.0,2178.0,2182.0,2110.0,26.68941979522184,2631.5,353.1650464018219,3337.8300928036438
465,466,2019/01/07,2019/01/11,2278.0,2269.0,2357.0,2228.0,31.58584534731324,2578.95,323.7788558568966,3226.507711713793
466,467,2019/01/15,2019/01/18,2245.0,2348.0,2375.0,2245.0,38.18924438393465,2531.85,282.8455895007045,3097.5411790014086
467,468,2019/01/21,2019/01/25,2369.0,2383.0,2459.0,2326.0,41.24567474048443,2499.0,259.07431366308975,3017.1486273261794
468,469,2019/01/28,2019/02/01,2390.0,2293.0,2400.0,2285.0,44.644194756554306,2466.4,241.3146079291534,2949.029215858307
469,470,2019/02/04,2019/02/08,2310.0,2266.0,2422.0,2239.0,36.902800658978585,2426.2,201.01756142188427,2828.2351228437683
470,471,2019/02/12,2019/02/15,2280.0,2322.0,2364.0,2266.0,40.19138755980861,2399.25,175.4197466079604,2750.089493215921
471,472,2019/02/18,2019/02/22,2396.0,2239.0,2412.0,2224.0,43.523316062176164,2369.65,147.8496787280955,2665.3493574561912
472,473,2019/02/25,2019/03/01,2249.0,2355.0,2370.0,2226.0,50.57096247960848,2352.65,127.62690742943307,2607.903814858866
473,474,2019/03/04,2019/03/08,2374.0,2264.0,2398.0,2244.0,43.97106109324759,2334.05,111.00111485927115,2556.0522297185425
474,475,2019/03/11,2019/03/15,2214.0,2175.0,2255.0,2141.0,44.25566343042071,2321.0,113.56099682549957,2548.1219936509992
475,476,2019/03/18,2019/03/22,2180.0,2144.0,2184.0,2086.0,41.32029339853301,2299.0,102.56753872449676,2504.1350774489933
476,477,2019/03/25,2019/03/29,2120.0,2004.0,2168.0,1994.0,45.1067615658363,2270.8,102.26465665126521,2475.3293133025304
477,478,2019/04/01,2019/04/05,2033.0,2146.0,2166.0,2033.0,45.686619718309856,2258.65,101.9344274521674,2462.518854904335
478,479,2019/04/08,2019/04/12,2157.0,2037.0,2189.0,2028.0,44.020356234096695,2243.45,110.80138762669537,2465.052775253391
479,480,2019/04/15,2019/04/19,2063.0,2279.0,2296.0,2062.0,50.37593984962406,2236.7,104.1163291707944,2444.9326583415886
480,481,2019/04/22,2019/04/26,2277.0,2115.0,2277.0,2084.0,41.76678445229682,2226.6,105.62357691349611,2437.8471538269923
481,482,2019/05/07,2019/05/10,2115.0,1983.0,2115.0,1961.0,36.77248677248677,2207.9,113.68152884264556,2435.263057685291
482,483,2019/05/13,2019/05/17,1990.0,2345.0,2398.0,1941.0,51.45739910313901,2219.45,115.2781310570276,2450.006262114055
483,484,2019/05/20,2019/05/24,2347.0,2263.0,2353.0,2118.0,49.9184339314845,2220.4,115.55448931132545,2451.508978622651
484,485,2019/05/27,2019/05/31,2289.0,2063.0,2308.0,2041.0,43.46949067070096,2214.65,120.28560803355171,2455.2212160671033
485,486,2019/06/03,2019/06/07,2030.0,2069.0,2119.0,1991.0,45.54039874081847,2204.65,123.6188800305247,2451.8877600610494
486,487,2019/06/10,2019/06/14,2089.0,2022.0,2127.0,2021.0,40.93630919978225,2188.35,125.12604644917579,2438.6020928983517
487,488,2019/06/17,2019/06/21,2025.0,2122.0,2163.0,1980.0,46.15384615384615,2175.3,117.52408263841635,2410.348165276833
488,489,2019/06/24,2019/06/28,2130.0,2057.0,2142.0,2023.0,46.76180021953897,2163.5,116.96046340538041,2397.4209268107606
489,490,2019/07/01,2019/07/05,2107.0,2169.0,2196.0,2084.0,50.65685759327378,2158.65,114.59680405666352,2387.8436081133273
490,491,2019/07/08,2019/07/12,2172.0,2102.0,2172.0,2093.0,52.677595628415304,2147.65,108.80132122360165,2365.2526424472035
491,492,2019/07/16,2019/07/19,2079.0,1989.0,2098.0,1955.0,45.64131038312049,2135.15,111.90499318619061,2358.9599863723815
492,493,2019/07/22,2019/07/26,1988.0,1993.0,2005.0,1943.0,48.70283018867924,2117.05,103.86889572919023,2324.7877914583805
493,494,2019/07/29,2019/08/02,1980.0,1887.0,1981.0,1866.0,37.43589743589744,2098.2,109.5438724895255,2317.287744979051
494,495,2019/08/05,2019/08/09,1863.0,1860.0,1884.0,1740.0,41.04005621925509,2082.45,119.5568797685915,2321.5637595371827
495,496,2019/08/13,2019/08/16,1870.0,1796.0,1884.0,1742.0,43.09963099630996,2065.05,133.80712798652198,2332.664255973044
496,497,2019/08/19,2019/08/23,1817.0,1726.0,1817.0,1718.0,20.88428974600188,2051.15,152.55335951725706,2356.2567190345144
497,498,2019/08/26,2019/08/30,1700.0,1679.0,1730.0,1652.0,21.595330739299612,2027.8,170.88668760322298,2369.573375206446
498,499,2019/09/02,2019/09/06,1687.0,1774.0,1798.0,1670.0,34.344528710725896,2014.65,179.57123238425896,2373.792464768518
499,500,2019/09/09,2019/09/13,1776.0,1935.0,1942.0,1764.0,43.7847866419295,1997.45,169.626494098067,2336.702988196134
500,501,2019/09/17,2019/09/20,1934.0,1932.0,1962.0,1897.0,45.64796905222437,1988.3,167.96639544861816,2324.232790897236
501,502,2019/09/24,2019/09/27,1943.0,1930.0,1963.0,1902.0,39.743589743589745,1985.65,168.44651228209378,2322.543024564188
502,503,2019/09/30,2019/10/04,1919.0,1881.0,1958.0,1854.0,40.43478260869565,1962.45,148.07750504381679,2258.6050100876337
503,504,2019/10/07,2019/10/11,1890.0,1935.0,1946.0,1872.0,36.42691415313225,1946.05,131.0692469651123,2208.1884939302245
504,505,2019/10/15,2019/10/18,1960.0,1946.0,1992.0,1938.0,40.32258064516129,1940.2,128.30066250803853,2196.801325016077
505,506,2019/10/21,2019/10/25,1947.0,2022.0,2033.0,1946.0,52.145643693107935,1937.85,126.33537707230546,2190.5207541446107
506,507,2019/10/28,2019/11/01,2038.0,1998.0,2071.0,1987.0,50.31685678073511,1936.65,125.64245898581261,2187.9349179716255
507,508,2019/11/05,2019/11/08,2018.0,2050.0,2077.0,1986.0,61.08843537414966,1933.05,121.2342670205153,2175.5185340410308
508,509,2019/11/11,2019/11/15,2059.0,2292.0,2429.0,2048.0,72.73684210526316,1944.8,142.24542171894882,2229.290843437898
509,510,2019/11/18,2019/11/22,2309.0,2311.0,2344.0,2252.0,78.45303867403315,1951.9,156.12555844576374,2264.1511168915276
510,511,2019/11/25,2019/11/29,2330.0,2277.0,2344.0,2250.0,81.70310701956272,1960.65,168.69092299232221,2298.0318459846444
511,512,2019/12/02,2019/12/06,2258.0,2283.0,2298.0,2210.0,86.47342995169082,1975.35,182.74525301632755,2340.840506032655
512,513,2019/12/09,2019/12/13,2310.0,2348.0,2386.0,2289.0,85.96491228070175,1993.1,200.02147384718862,2393.142947694377
513,514,2019/12/16,2019/12/20,2350.0,2422.0,2428.0,2327.0,84.24753867791843,2019.85,218.92447898762154,2457.698957975243
514,515,2019/12/23,2019/12/27,2429.0,2420.0,2432.0,2360.0,84.36619718309859,2047.85,232.10413072584794,2512.0582614516957
515,516,2019/12/30,2019/12/30,2420.0,2403.0,2425.0,2389.0,82.62068965517241,2078.2,236.82558983353445,2551.8511796670687
516,517,2020/01/06,2020/01/10,2376.0,2287.0,2378.0,2264.0,75.63131313131314,2106.25,226.4446676342843,2559.1393352685686
517,518,2020/01/14,2020/01/17,2288.0,2248.0,2297.0,2237.0,70.14157014157014,2134.7,205.77976090957404,2546.2595218191477
518,519,2020/01/20,2020/01/24,2260.0,2270.0,2331.0,2260.0,70.55837563451777,2159.5,190.1061545558203,2539.7123091116405
519,520,2020/01/27,2020/01/31,2239.0,2199.0,2244.0,2159.0,61.30268199233716,2172.7,183.09590383184826,2538.8918076636965
520,521,2020/02/03,2020/02/07,2149.0,2216.0,2259.0,2131.0,64.04639175257732,2186.9,174.6979965540573,2536.2959931081145
521,522,2020/02/10,2020/02/14,2200.0,2455.0,2529.0,2185.0,71.02803738317758,2213.15,173.5636122578734,2560.2772245157466
522,523,2020/02/17,2020/02/21,2441.0,2449.0,2522.0,2423.0,60.79779917469051,2241.55,163.04247146066396,2567.6349429213283
523,524,2020/02/25,2020/02/28,2351.0,2193.0,2431.0,2185.0,43.87966804979253,2254.45,147.76889896051003,2549.98779792102
524,525,2020/03/02,2020/03/06,2152.0,2070.0,2318.0,2065.0,40.17094017094017,2260.65,136.89860298776395,2534.447205975528
525,526,2020/03/09,2020/03/13,2000.0,1688.0,2029.0,1612.0,29.181245626312105,2243.95,178.9163142365766,2601.782628473153
526,527,2020/03/16,2020/03/19,1750.0,1857.0,1955.0,1720.0,33.98564905414221,2236.9,190.84886690782687,2618.597733815654
527,528,2020/03/23,2020/03/27,1857.0,2083.0,2091.0,1780.0,39.9406528189911,2238.55,189.36274052727856,2617.2754810545575
528,529,2020/03/30,2020/04/03,1905.0,1832.0,2027.0,1709.0,34.79834539813857,2215.55,208.44794913839144,2632.445898276783
529,530,2020/04/06,2020/04/10,1839.0,1934.0,1993.0,1821.0,38.385339276869736,2196.7,215.87776634012457,2628.455532680249
530,531,2020/04/13,2020/04/17,1903.0,1878.0,1911.0,1825.0,39.561000510464524,2176.75,225.74606862579344,2628.242137251587
531,532,2020/04/20,2020/04/24,1888.0,1894.0,2075.0,1867.0,40.857438016528924,2157.3,232.41323112078075,2622.1264622415615
532,533,2020/04/27,2020/05/01,1910.0,1870.0,1946.0,1852.0,39.680082559339525,2133.4,236.12166355504422,2605.6433271100886
533,534,2020/05/07,2020/05/08,1880.0,1936.0,1949.0,1861.0,43.19710294878427,2109.1,230.10169490901524,2569.30338981803
534,535,2020/05/11,2020/05/15,1956.0,1882.0,1968.0,1852.0,41.52284263959391,2082.2,223.53737942456414,2529.274758849128
535,536,2020/05/18,2020/05/22,1890.0,2024.0,2052.0,1862.0,38.494394020288304,2063.25,211.26662656463645,2485.783253129273
536,537,2020/05/25,2020/05/29,2067.0,2128.0,2147.0,2050.0,41.856925418569254,2055.3,205.61325346387952,2466.5265069277593
537,538,2020/06/01,2020/06/05,2115.0,2112.0,2162.0,2066.0,47.66031195840554,2048.5,201.3321881865927,2451.1643763731854
538,539,2020/06/08,2020/06/12,2134.0,2108.0,2272.0,2048.0,51.178660049627794,2040.4,195.43014097114494,2431.26028194229
539,540,2020/06/15,2020/06/19,2108.0,2104.0,2148.0,2052.0,66.85575364667747,2035.65,192.6523488047877,2420.9546976095753
540,541,2020/06/22,2020/06/26,2124.0,2069.0,2133.0,2018.0,59.63636363636363,2028.3,188.38845506028653,2405.076910120573
541,542,2020/06/29,2020/07/03,2072.0,2024.0,2130.0,2003.0,46.78998911860718,2006.75,161.0064827887425,2328.762965577485
542,543,2020/07/06,2020/07/10,2024.0,2000.0,2116.0,2000.0,62.138728323699425,1984.3,125.06842127412364,2234.436842548247
